1010176996&&27a2cffb-e3f1-58b6-bdf4-bf84ddfba680	2016.03.01	1568	250.97	NA
1010176996&&27a2cffb-e3f1-58b6-bdf4-bf84ddfba680	2016.03.08	1568	280.49	NA
1010176996&&27a2cffb-e3f1-58b6-bdf4-bf84ddfba680	2016.03.10	1568	8.74	NA
1010176996&&27a2cffb-e3f1-58b6-bdf4-bf84ddfba680	2016.03.14	1568	13.37	NA
1010176996&&27a2cffb-e3f1-58b6-bdf4-bf84ddfba680	2016.03.15	1568	288.13	NA
1010176996&&27a2cffb-e3f1-58b6-bdf4-bf84ddfba680	2016.03.20	1568	28.27	NA
1010176996&&27a2cffb-e3f1-58b6-bdf4-bf84ddfba680	2016.03.21	1568	23.81	NA
1010176996&&27a2cffb-e3f1-58b6-bdf4-bf84ddfba680	2016.03.22	1568	284.02	NA
1010176996&&27a2cffb-e3f1-58b6-bdf4-bf84ddfba680	2016.03.24	1568	20.81	NA
1010176996&&27a2cffb-e3f1-58b6-bdf4-bf84ddfba680	2016.03.26	1568	9.65	NA
1010176996&&27a2cffb-e3f1-58b6-bdf4-bf84ddfba680	2016.03.29	1568	184.17	531000027699916
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.01.02	1095	15.54	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.01.03	2813	185.67	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.01.04	1095	23.51	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.01.05	1095	13.21	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.01.06	0405	95.03	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.01.08	1095	23.85	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.01.10	2813	130.43	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.01.12	1095	4.71	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.01.13	1007	15.41	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.01.14	1007	7.81	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.01.16	1095	26.31	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.01.16	1095	4.74	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.01.16	1114	76.95	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.01.19	2800	15.18	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.01.20	2800	19.89	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.01.23	1095	43.26	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.01.23	1095	7.35	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.01.23	2813	196.98	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.01.25	1095	6.08	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.01.26	1051	3.58	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.01.28	1095	17.83	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.01.28	1095	4.65	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.01.29	1095	8.48	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.01.30	1095	4.74	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.01.30	1095	8.36	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.01.30	2813	182.31	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.01.31	1095	3.58	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.02.01	1095	3.58	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.02.02	0405	36.61	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.02.03	0405	21.18	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.02.03	1095	12.21	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.02.04	1095	39.89	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.02.05	1095	3.58	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.02.06	1095	11.61	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.02.07	0405	16.76	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.02.07	1095	18.79	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.02.08	1114	52.11	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.02.11	1095	4.71	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.02.12	0405	29.37	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.02.12	0405	47.19	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.02.13	1114	10.83	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.02.13	2813	199.58	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.02.14	1114	94.96	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.02.16	1095	3.58	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.02.16	1095	7.54	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.02.17	0405	12.42	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.02.18	1095	4.71	NA
1010182652&&e1e850b1-bc54-563c-b881-92ea84aa47bb	2016.02.19	1095	4.71	NA
